央视频道,#genre#
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226559/index.m3u8$1黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226532/index.m3u8$2黑移1080
CCTV-1综合,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226559/index.m3u8$3黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226531/index.m3u8$4黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226419/index.m3u8$5黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226016/index.m3u8$6黑移1080
CCTV-1综合,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226585/index.m3u8$7黑移1080
CCTV-1综合,http://dp.sxtv.top:88/ljes/bestv.php?id=cctv1$8OO1080
CCTV-1综合,http://60.12.183.46:9901/tsfile/live/0001_1.m3u8$9浙联1080
CCTV-1综合,http://120.224.178.16:9901/tsfile/live/0013_1.m3u8$10鲁移1080
CCTV-1综合,http://113.98.122.166:9901/tsfile/live/1001_1.m3u8?key=txiptv$11OO576
CCTV-1综合,http://123.187.46.90:65000/hls/94/index.m3u8$12辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/27/index.m3u8$13辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/77/index.m3u8$14辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/96/index.m3u8$15辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/101/index.m3u8$16辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/1/index.m3u8$17辽电576
CCTV-1综合,http://123.187.46.90:65000/hls/85/index.m3u8$18辽电576
CCTV-1综合,https://ldncctvwbndhwy.cntv.myhwcdn.cn/ldncctvwbnd/ldcctv1_2/index.m3u8$19川电360
CCTV-2财经,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226540/index.m3u8$1黑移1080
CCTV-2财经,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221226540/index.m3u8$2黑移1080
CCTV-2财经,http://ottrrs.hl.chinamobile.com/pltv/88888888/224/3221225588/index.m3u8$3黑移720
CCTV-2财经,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8$4浙联1080
CCTV-2财经,http://dp.sxtv.top:88/ljes/bestv.php?id=cctv2$5OO1080
CCTV-2财经,http://1.195.111.251:11190/tsfile/live/0002_1.m3u8$6豫电1080
CCTV-2财经,http://113.98.122.166:9901/tsfile/live/1002_1.m3u8?key=txiptv$7OO576
CCTV-2财经,http://14.29.76.30:9901/tsfile/live/1008_1.m3u8$8粤电576
